onet_soc_code,title,element_id,element_name,scale_id,scale_name,category,category_description,share_pct,date,domain_source,data_source
17-2011.00,Aerospace Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",32.36,08/2026,Incumbent,O*NET
17-2021.00,Agricultural Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",30.0,08/2024,Occupational Expert,O*NET
17-2021.00,Agricultural Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",30.0,08/2024,Occupational Expert,O*NET
17-2021.00,Agricultural Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",35.0,08/2024,Occupational Expert,O*NET
17-2031.00,Bioengineers and Biomedical Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,26.09,08/2024,Occupational Expert,O*NET
17-2031.00,Bioengineers and Biomedical Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",26.09,08/2024,Occupational Expert,O*NET
17-2031.00,Bioengineers and Biomedical Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",21.74,08/2024,Occupational Expert,O*NET
17-2041.00,Chemical Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,30.43,08/2025,Occupational Expert,O*NET
17-2041.00,Chemical Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",39.13,08/2025,Occupational Expert,O*NET
17-2041.00,Chemical Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",26.09,08/2025,Occupational Expert,O*NET
17-2051.00,Civil Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),8,"Over 4 years, up to and including 6 years",28.57,08/2021,Occupational Expert,O*NET
17-2051.00,Civil Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,42.86,08/2021,Occupational Expert,O*NET
17-2051.00,Civil Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",19.05,08/2021,Occupational Expert,O*NET
17-2051.01,Transportation Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,36.36,08/2023,Occupational Expert,O*NET
17-2051.01,Transportation Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,31.82,08/2023,Occupational Expert,O*NET
17-2051.01,Transportation Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",27.27,08/2023,Occupational Expert,O*NET
17-2051.02,Water/Wastewater Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),5,"Over 6 months, up to and including 1 year",22.73,08/2020,Occupational Expert,O*NET
17-2051.02,Water/Wastewater Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,34.78,08/2020,Occupational Expert,O*NET
17-2051.02,Water/Wastewater Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",21.74,08/2020,Occupational Expert,O*NET
17-2061.00,Computer Hardware Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",27.59,08/2021,Occupational Expert,O*NET
17-2061.00,Computer Hardware Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",20.69,08/2021,Occupational Expert,O*NET
17-2061.00,Computer Hardware Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",27.59,08/2021,Occupational Expert,O*NET
17-2071.00,Electrical Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),8,"Over 4 years, up to and including 6 years",30.21,08/2023,Incumbent,O*NET
17-2071.00,Electrical Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),7,"Over 2 years, up to and including 4 years",29.89,08/2023,Incumbent,O*NET
17-2071.00,Electrical Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",32.75,08/2023,Incumbent,O*NET
17-2072.00,"Electronics Engineers, Except Computer",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),8,"Over 4 years, up to and including 6 years",33.82,08/2022,Incumbent,O*NET
17-2072.00,"Electronics Engineers, Except Computer",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",23.68,08/2022,Incumbent,O*NET
17-2072.00,"Electronics Engineers, Except Computer",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",25.45,08/2022,Incumbent,O*NET
17-2072.01,Radio Frequency Identification Device Specialists,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",25.56,07/2015,Incumbent,O*NET
17-2072.01,Radio Frequency Identification Device Specialists,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",29.26,07/2015,Incumbent,O*NET
17-2072.01,Radio Frequency Identification Device Specialists,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",32.5,07/2015,Incumbent,O*NET
17-2081.00,Environmental Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,42.86,08/2024,Occupational Expert,O*NET
17-2081.00,Environmental Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,38.1,08/2024,Occupational Expert,O*NET
17-2081.00,Environmental Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),1,None or short demonstration,19.05,08/2024,Occupational Expert,O*NET
17-2111.02,Fire-Prevention and Protection Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,30.77,08/2025,Occupational Expert,O*NET
17-2111.02,Fire-Prevention and Protection Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,34.62,08/2025,Occupational Expert,O*NET
17-2111.02,Fire-Prevention and Protection Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),7,"Over 2 years, up to and including 4 years",30.77,08/2025,Occupational Expert,O*NET
17-2112.00,Industrial Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",42.46,08/2020,Incumbent,O*NET
17-2112.00,Industrial Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",25.94,08/2020,Incumbent,O*NET
17-2112.00,Industrial Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",29.72,08/2020,Incumbent,O*NET
17-2112.01,Human Factors Engineers and Ergonomists,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,25.0,08/2024,Occupational Expert,O*NET
17-2112.01,Human Factors Engineers and Ergonomists,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,25.0,08/2024,Occupational Expert,O*NET
17-2112.01,Human Factors Engineers and Ergonomists,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",30.0,08/2024,Occupational Expert,O*NET
17-2112.02,Validation Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",50.0,08/2018,Occupational Expert,O*NET
17-2112.02,Validation Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,30.0,08/2018,Occupational Expert,O*NET
17-2112.02,Validation Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",35.0,08/2018,Occupational Expert,O*NET
17-2112.03,Manufacturing Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",30.77,07/2017,Occupational Expert,O*NET
17-2112.03,Manufacturing Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",23.08,07/2017,Occupational Expert,O*NET
17-2112.03,Manufacturing Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",26.92,07/2017,Occupational Expert,O*NET
17-2121.00,Marine Engineers and Naval Architects,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),8,"Over 4 years, up to and including 6 years",31.58,08/2025,Occupational Expert,O*NET
17-2121.00,Marine Engineers and Naval Architects,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",26.32,08/2025,Occupational Expert,O*NET
17-2121.00,Marine Engineers and Naval Architects,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",36.84,08/2025,Occupational Expert,O*NET
17-2131.00,Materials Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,32.0,08/2026,Occupational Expert,O*NET
17-2131.00,Materials Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",20.0,08/2026,Occupational Expert,O*NET
17-2131.00,Materials Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",28.0,08/2026,Occupational Expert,O*NET
17-2141.00,Mechanical Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",24.47,08/2024,Incumbent,O*NET
17-2141.00,Mechanical Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",26.12,08/2024,Incumbent,O*NET
17-2141.00,Mechanical Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",36.8,08/2024,Incumbent,O*NET
17-2141.01,Fuel Cell Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),5,"Over 6 months, up to and including 1 year",22.73,08/2022,Occupational Expert,O*NET
17-2141.01,Fuel Cell Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",36.36,08/2022,Occupational Expert,O*NET
17-2141.01,Fuel Cell Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",36.36,08/2022,Occupational Expert,O*NET
17-2141.02,Automotive Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,23.81,08/2022,Occupational Expert,O*NET
17-2141.02,Automotive Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",23.81,08/2022,Occupational Expert,O*NET
17-2141.02,Automotive Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",42.86,08/2022,Occupational Expert,O*NET
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",25.59,08/2018,Incumbent,O*NET
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,34.78,08/2018,Incumbent,O*NET
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),7,"Over 2 years, up to and including 4 years",36.89,08/2018,Incumbent,O*NET
17-2161.00,Nuclear Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",42.86,08/2024,Occupational Expert,O*NET
17-2161.00,Nuclear Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",38.1,08/2024,Occupational Expert,O*NET
17-2161.00,Nuclear Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",47.62,08/2024,Occupational Expert,O*NET
17-2171.00,Petroleum Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),9,"Over 6 years, up to and including 8 years",21.23,08/2020,Incumbent,O*NET
17-2171.00,Petroleum Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",32.07,08/2020,Incumbent,O*NET
17-2171.00,Petroleum Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",26.03,08/2020,Incumbent,O*NET
17-2199.03,"Energy Engineers, Except Wind and Solar",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",25.0,08/2026,Occupational Expert,O*NET
17-2199.03,"Energy Engineers, Except Wind and Solar",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",25.0,08/2026,Occupational Expert,O*NET
17-2199.03,"Energy Engineers, Except Wind and Solar",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",45.0,08/2026,Occupational Expert,O*NET
17-2199.05,Mechatronics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",29.14,08/2022,Incumbent,O*NET
17-2199.05,Mechatronics Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",32.67,08/2022,Incumbent,O*NET
17-2199.05,Mechatronics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",59.2,08/2022,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",38.55,07/2016,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",21.32,07/2016,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",64.04,07/2016,Incumbent,O*NET
17-2199.07,Photonics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",30.43,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,30.43,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",43.48,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",33.33,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",26.67,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",26.67,08/2018,Occupational Expert,O*NET
