cricos_provider_code,institution_name,cricos_course_code,course_name,vet_national_code,dual_qualification,course_level,primary_broad_field_code,primary_broad_field_name,primary_narrow_field_code,primary_narrow_field_name,primary_detailed_field_code,primary_detailed_field_name,secondary_broad_field_code,secondary_broad_field_name,secondary_narrow_field_code,secondary_narrow_field_name,secondary_detailed_field_code,secondary_detailed_field_name,foundation_studies,work_component,work_component_hours_per_week,work_component_weeks,work_component_total_hours,course_language,duration_weeks,tuition_fee_aud,non_tuition_fee_aud,estimated_total_course_cost_aud,data_source
00098G,The University of New South Wales (UNSW),096230C,Master of Health Leadership Management/Master of Infectious Disease Intelligence,,Yes,Masters Degree (Coursework),06,Health,0613,Public Health,061300,"Public Health, n.f.d.",08,Management and Commerce,0803,Business and Management,080313,Public and Health Care Administration,No,No,,,,English,104,88500,1500,90000,CRICOS
00098G,The University of New South Wales (UNSW),096231B,Master of Public Health/Master of Infectious Diseases Intelligence,,Yes,Masters Degree (Coursework),06,Health,0613,Public Health,061300,"Public Health, n.f.d.",06,Health,0613,Public Health,061300,"Public Health, n.f.d.",No,No,,,,English,104,88500,1500,90000,CRICOS
00098G,The University of New South Wales (UNSW),096379D,Bachelor of Science (Honours),,No,Bachelor Honours Degree,01,Natural and Physical Sciences,0199,Other Natural and Physical Sciences,019999,"Natural and Physical Sciences, n.e.c.",,,,,,,No,No,,,,English,52,48720,1000,49720,CRICOS
00098G,The University of New South Wales (UNSW),096380M,Bachelor of Arts (Honours),,No,Bachelor Honours Degree,09,Society and Culture,0999,Other Society and Culture,099999,"Society and Culture, n.e.c.",,,,,,,No,No,,,,English,52,43550,1000,44550,CRICOS
00098G,The University of New South Wales (UNSW),096627D,Doctor of Public Management (Professional Doctorate),,No,Doctoral Degree,08,Management and Commerce,0803,Business and Management,080313,Public and Health Care Administration,,,,,,,No,No,,,,English,208,193000,4000,197000,CRICOS
00098G,The University of New South Wales (UNSW),096892J,Master of Pre-Doctoral Business Studies,,No,Masters Degree (Coursework),08,Management and Commerce,0899,Other Management and Commerce,089999,"Management and Commerce, n.e.c.",,,,,,,No,No,,,,English,52,59000,1000,60000,CRICOS
00098G,The University of New South Wales (UNSW),097353F,Study AbroadTailored Term 1,,No,Non AQF Award,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",,,,,,,No,No,,,,English,21,13320,500,13820,CRICOS
00098G,The University of New South Wales (UNSW),097354E,Study Abroad Single Term,,No,Non AQF Award,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",,,,,,,No,No,,,,English,16,10890,500,11390,CRICOS
00098G,The University of New South Wales (UNSW),097355D,Study AbroadTerm 1 Start Full Year,,No,Non AQF Award,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",,,,,,,No,No,,,,English,45,26640,1000,27640,CRICOS
00098G,The University of New South Wales (UNSW),097358A,Study Abroad Year Long,,No,Non AQF Award,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",,,,,,,No,No,,,,English,52,29040,1000,30040,CRICOS
00098G,The University of New South Wales (UNSW),097359M,Study Abroad Double Term,,No,Non AQF Award,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",,,,,,,No,No,,,,English,40,21780,500,22280,CRICOS
00098G,The University of New South Wales (UNSW),097364C,Term exchange,,No,Non AQF Award,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",,,,,,,No,No,,,,English,16,0,500,500,CRICOS
00098G,The University of New South Wales (UNSW),097367M,ExchangeTailored Term3,,No,Non AQF Award,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",,,,,,,No,No,,,,English,19,0,500,500,CRICOS
00098G,The University of New South Wales (UNSW),097370E,Two Term exchange,,No,Non AQF Award,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",,,,,,,No,No,,,,English,40,0,1000,1000,CRICOS
00098G,The University of New South Wales (UNSW),097694G,Bachelor of Media Arts,,No,Bachelor Degree,10,Creative Arts,1003,Visual Arts and Crafts,100399,"Visual Arts and Crafts, n.e.c.",,,,,,,No,No,,,,English,174,146000,3000,149000,CRICOS
00098G,The University of New South Wales (UNSW),097695F,Bachelor of Design,,No,Bachelor Degree,10,Creative Arts,1005,Graphic and Design Studies,100501,Graphic Arts and Design Studies,,,,,,,No,Yes,15.0,10,150,English,174,145500,3000,148500,CRICOS
00098G,The University of New South Wales (UNSW),097696E,Bachelor of Fine Arts,,No,Bachelor Degree,10,Creative Arts,1003,Visual Arts and Crafts,100301,Fine Arts,,,,,,,No,No,,,,English,174,145500,3000,148500,CRICOS
00098G,The University of New South Wales (UNSW),097997C,Bachelor of Media Arts/Education (Secondary),,Yes,Bachelor Degree,10,Creative Arts,1003,Visual Arts and Crafts,100399,"Visual Arts and Crafts, n.e.c.",07,Education,0701,Teacher Education,070105,Teacher Education: Secondary,No,Yes,35.0,16,560,English,226,199000,4000,203000,CRICOS
00098G,The University of New South Wales (UNSW),097998B,Bachelor of Commerce/Design,,Yes,Bachelor Degree,08,Management and Commerce,0899,Other Management and Commerce,089999,"Management and Commerce, n.e.c.",10,Creative Arts,1005,Graphic and Design Studies,100501,Graphic Arts and Design Studies,No,Yes,15.0,10,150,English,260,238500,4500,243000,CRICOS
00098G,The University of New South Wales (UNSW),097999A,Bachelor of Media Arts (Honours),,No,Bachelor Honours Degree,10,Creative Arts,1003,Visual Arts and Crafts,100399,"Visual Arts and Crafts, n.e.c.",,,,,,,No,Yes,15.0,10,150,English,52,45500,1000,46500,CRICOS
00098G,The University of New South Wales (UNSW),098000A,Bachelor of Design (Honours),,No,Bachelor Honours Degree,10,Creative Arts,1005,Graphic and Design Studies,100501,Graphic Arts and Design Studies,,,,,,,No,Yes,15.0,10,150,English,52,45500,1000,46500,CRICOS
00098G,The University of New South Wales (UNSW),098001M,Bachelor of Fine Arts (Honours),,No,Bachelor Honours Degree,10,Creative Arts,1003,Visual Arts and Crafts,100301,Fine Arts,,,,,,,No,Yes,15.0,10,150,English,52,45500,1000,46500,CRICOS
00098G,The University of New South Wales (UNSW),098050B,Bachelor of Design/Media (PR and Advertising),,Yes,Bachelor Degree,10,Creative Arts,1005,Graphic and Design Studies,100501,Graphic Arts and Design Studies,08,Management and Commerce,0805,Sales and Marketing,080509,Public Relations,No,Yes,15.0,10,150,English,260,221500,4500,226000,CRICOS
00098G,The University of New South Wales (UNSW),098279C,Bachelor of Design/Education (Secondary),,Yes,Bachelor Degree,10,Creative Arts,1005,Graphic and Design Studies,100501,Graphic Arts and Design Studies,07,Education,0701,Teacher Education,070105,Teacher Education: Secondary,No,Yes,30.0,24,720,English,260,231500,4500,236000,CRICOS
00098G,The University of New South Wales (UNSW),098376B,"Bachelor of Politics, Philosophy and Economics",,No,Bachelor Degree,09,Society and Culture,0999,Other Society and Culture,099999,"Society and Culture, n.e.c.",,,,,,,No,No,,,,English,174,152500,3000,155500,CRICOS
00098G,The University of New South Wales (UNSW),098444F,Bachelor of Industrial Design (Honours),,No,Bachelor Honours Degree,04,Architecture and Building,0401,Architecture and Urban Environment,040199,"Architecture and Urban Environment, n.e.c.",,,,,,,No,No,,,,English,70,48500,1000,49500,CRICOS
00098G,The University of New South Wales (UNSW),098445E,Bachelor of Industrial Design,,No,Bachelor Degree,04,Architecture and Building,0401,Architecture and Urban Environment,040199,"Architecture and Urban Environment, n.e.c.",,,,,,,No,No,,,,English,174,152500,3000,155500,CRICOS
00098G,The University of New South Wales (UNSW),098446D,Bachelor of Science/Bachelor of Media Arts,,No,Bachelor Degree,02,Information Technology,0201,Computer Science,020199,"Computer Science, n.e.c.",,,,,,,No,No,,,,English,226,218500,4000,222500,CRICOS
00098G,The University of New South Wales (UNSW),099104G,Master of Teaching (Primary),,No,Masters Degree (Coursework),07,Education,0701,Teacher Education,070103,Teacher Education: Primary,,,,,,,No,Yes,35.0,16,560,English,104,91000,2000,93000,CRICOS
00098G,The University of New South Wales (UNSW),099644A,Study Abroad Tailored Term,,No,Non AQF Award,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",,,,,,,No,No,,,,English,26,14520,500,15020,CRICOS
00098G,The University of New South Wales (UNSW),099645M,Professional Practicum - All Faculties - 52 weeks,,No,Non AQF Award,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",,,,,,,No,No,,,,English,52,2330,1000,3330,CRICOS
00098G,The University of New South Wales (UNSW),099646K,Professional Practicum - All Faculties - 68 weeks,,No,Non AQF Award,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",,,,,,,No,No,,,,English,68,2830,1500,4330,CRICOS
00098G,The University of New South Wales (UNSW),099869F,"Bachelor of Politics, Philosophy and Economics/Bachelor of Laws",,Yes,Bachelor Degree,09,Society and Culture,0999,Other Society and Culture,099999,"Society and Culture, n.e.c.",09,Society and Culture,0909,Law,090999,"Law, n.e.c.",No,No,,,,English,312,336500,6000,342500,CRICOS
00098G,The University of New South Wales (UNSW),099870B,Bachelor of Media (Screen and Sound Production)/Bachelor of Arts,,Yes,Bachelor Degree,10,Creative Arts,1007,Communication and Media Studies,100701,Audio Visual Studies,09,Society and Culture,0999,Other Society and Culture,099999,"Society and Culture, n.e.c.",No,No,,,,English,226,197000,4000,201000,CRICOS
00098G,The University of New South Wales (UNSW),099871A,Bachelor of Media (Communication and Journalism)/Bachelor of Arts,,Yes,Bachelor Degree,10,Creative Arts,1007,Communication and Media Studies,100703,Journalism,09,Society and Culture,0999,Other Society and Culture,099999,"Society and Culture, n.e.c.",No,No,,,,English,226,194500,4000,198500,CRICOS
00098G,The University of New South Wales (UNSW),099872M,Bachelor of Media (Public Relations and Advertising)/Bachelor of Arts,,Yes,Bachelor Degree,08,Management and Commerce,0805,Sales and Marketing,080509,Public Relations,09,Society and Culture,0999,Other Society and Culture,099999,"Society and Culture, n.e.c.",No,No,,,,English,226,194500,4000,198500,CRICOS
00098G,The University of New South Wales (UNSW),099873K,Bachelor of Data Science and Decisions/Bachelor of Laws,,Yes,Bachelor Degree,01,Natural and Physical Sciences,0101,Mathematical Sciences,010199,"Mathematical Sciences, n.e.c.",09,Society and Culture,0909,Law,090900,"Law, n.f.d.",No,No,,,,English,312,328000,5500,333500,CRICOS
00098G,The University of New South Wales (UNSW),099986A,Master of Simulation and Immersive Technologies,,No,Masters Degree (Coursework),10,Creative Arts,1099,Other Creative Arts,109999,"Creative Arts, n.e.c.",,,,,,,No,No,,,,English,104,70500,1500,72000,CRICOS
00098G,The University of New South Wales (UNSW),099994A,Graduate Certificate in Simulation and Immersive Technologies,,No,Graduate Certificate,10,Creative Arts,1099,Other Creative Arts,109999,"Creative Arts, n.e.c.",,,,,,,No,No,,,,English,34,23500,500,24000,CRICOS
00098G,The University of New South Wales (UNSW),102393G,Diploma in Computer Science,,No,Diploma,02,Information Technology,0201,Computer Science,020100,"Computer Science, n.f.d.",,,,,,,No,No,,,,English,52,46500,1000,47500,CRICOS
00098G,The University of New South Wales (UNSW),102394F,Diploma in Business,,No,Diploma,08,Management and Commerce,0803,Business and Management,080300,"Business and Management, n.f.d.",,,,,,,No,No,,,,English,52,48500,1000,49500,CRICOS
00098G,The University of New South Wales (UNSW),102395E,Master of Construction Project Management/Property and Development,,Yes,Masters Degree (Coursework),04,Architecture and Building,0403,Building,040300,"Building, n.f.d.",08,Management and Commerce,0805,Sales and Marketing,080503,Real Estate,No,No,,,,English,141,108000,2500,110500,CRICOS
00098G,The University of New South Wales (UNSW),102631J,Graduate Certificate in Food Science,,No,Graduate Certificate,03,Engineering and Related Technologies,0303,Process and Resources Engineering,030307,Food Processing Technology,,,,,,,No,No,,,,English,34,29000,500,29500,CRICOS
00098G,The University of New South Wales (UNSW),102632H,"Graduate Certificate in Regulation, Compliance and Governance",,No,Graduate Certificate,08,Management and Commerce,0803,Business and Management,080399,"Business and Management, n.e.c.",,,,,,,No,No,,,,English,34,30000,500,30500,CRICOS
00098G,The University of New South Wales (UNSW),102633G,Master of Applied Economics,,No,Masters Degree (Coursework),09,Society and Culture,0919,Economics and Econometrics,091900,"Economics and Econometrics, n.f.d",,,,,,,No,No,,,,English,122,122000,2000,124000,CRICOS
00098G,The University of New South Wales (UNSW),102634F,Doctor of Philosophy - Bioinformatics,,No,Doctoral Degree,01,Natural and Physical Sciences,0101,Mathematical Sciences,010199,"Mathematical Sciences, n.e.c.",,,,,,,No,No,,,,English,208,253000,4000,257000,CRICOS
00098G,The University of New South Wales (UNSW),103145D,Graduate Certificate in Business Analytics,,No,Graduate Certificate,08,Management and Commerce,0803,Business and Management,080399,"Business and Management, n.e.c.",,,,,,,No,No,,,,English,34,30000,500,30500,CRICOS
00098G,The University of New South Wales (UNSW),103146C,Bachelor of Engineering Science/Bachelor of Science,,Yes,Bachelor Degree,03,Engineering and Related Technologies,0300,Engineering and Related Technologies,030000,"Engineering and Related Technologies, n.f.d.",01,Natural and Physical Sciences,0100,Natural and Physical Sciences,010000,"Natural and Physical Sciences, n.f.d.",No,No,,,,English,226,251000,4000,255000,CRICOS
00098G,The University of New South Wales (UNSW),103148A,Bachelor of Engineering Science/Bachelor of Commerce,,Yes,Bachelor Degree,03,Engineering and Related Technologies,0300,Engineering and Related Technologies,030000,"Engineering and Related Technologies, n.f.d.",08,Management and Commerce,0800,Management and Commerce,080000,"Management and Commerce, n.f.d.",No,Yes,15.0,10,150,English,226,249000,4000,253000,CRICOS
00098G,The University of New South Wales (UNSW),103149M,Bachelor of Engineering Science/Bachelor of Computer Science,,Yes,Bachelor Degree,03,Engineering and Related Technologies,0300,Engineering and Related Technologies,030000,"Engineering and Related Technologies, n.f.d.",02,Information Technology,0201,Computer Science,020100,"Computer Science, n.f.d.",No,No,,,,English,226,251000,4000,255000,CRICOS
00098G,The University of New South Wales (UNSW),103150G,Bachelor of Engineering Science/Bachelor of Arts,,Yes,Bachelor Degree,03,Engineering and Related Technologies,0300,Engineering and Related Technologies,030000,"Engineering and Related Technologies, n.f.d.",09,Society and Culture,0900,Society and Culture,090000,"Society and Culture, n.f.d.",No,No,,,,English,226,249000,4000,253000,CRICOS
