qualification_code,qualification_title,osca_code,osca_description,pathway,special_conditions,special_conditions_description,jsc
CPP30221,Certificate III in Surveying and Spatial Information Services,241232,Engineering Surveyor,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPP30221,Certificate III in Surveying and Spatial Information Services,241299,Geospatial Information Professionals and Surveyors nec,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
CPP30221,Certificate III in Surveying and Spatial Information Services,311533,Geospatial Technician,Progression pathway,,,BuildSkills Australia
CPP30221,Certificate III in Surveying and Spatial Information Services,241233,Geospatial Specialist,Progression pathway,,,BuildSkills Australia
CPP30321,Certificate III in Cleaning Operations,811231,Domestic Cleaner,Occupation ready,,,BuildSkills Australia
CPP30321,Certificate III in Cleaning Operations,811131,Commercial Cleaner,Specialised training,,,BuildSkills Australia
CPP30321,Certificate III in Cleaning Operations,811933,Window Cleaner,Specialised training,,,BuildSkills Australia
CPP30321,Certificate III in Cleaning Operations,811999,Cleaners and Laundry Workers nec,Specialised training,,,BuildSkills Australia
CPP30321,Certificate III in Cleaning Operations,811431,Commercial Housekeeper,Specialised training,,,BuildSkills Australia
CPP30321,Certificate III in Cleaning Operations,471535,Housekeeping Supervisor,Progression pathway,,,BuildSkills Australia
CPP30321,Certificate III in Cleaning Operations,811432,Domestic Housekeeper,Related,,,BuildSkills Australia
CPP30321,Certificate III in Cleaning Operations,811931,Carpet Cleaner,Related,,,BuildSkills Australia
CPP30519,Certificate III in Technical Security,452238,Security Officer,Specialised training,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPP30519,Certificate III in Technical Security,452241,Security Screening Officer,Specialised training,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
CPP30519,Certificate III in Technical Security,452231,"Alarm, Security or Surveillance Monitor",Specialised training,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
