onet_soc_code,title,scale_id,scale_name,category,category_description,share_pct,date,domain_source,data_source
53-3052.00,"Bus Drivers, Transit and Intercity",RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2018,Incumbent,O*NET
53-3052.00,"Bus Drivers, Transit and Intercity",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2018,Incumbent,O*NET
53-3052.00,"Bus Drivers, Transit and Intercity",RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2018,Incumbent,O*NET
53-3053.00,Shuttle Drivers and Chauffeurs,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,17.33,08/2025,Incumbent,O*NET
53-3053.00,Shuttle Drivers and Chauffeurs,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),56.23,08/2025,Incumbent,O*NET
53-3053.00,Shuttle Drivers and Chauffeurs,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,0.17,08/2025,Incumbent,O*NET
53-3053.00,Shuttle Drivers and Chauffeurs,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,0.0,08/2025,Incumbent,O*NET
53-3053.00,Shuttle Drivers and Chauffeurs,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,0.0,08/2025,Incumbent,O*NET
53-3053.00,Shuttle Drivers and Chauffeurs,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2025,Incumbent,O*NET
53-3053.00,Shuttle Drivers and Chauffeurs,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.17,08/2025,Incumbent,O*NET
53-3053.00,Shuttle Drivers and Chauffeurs,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2025,Incumbent,O*NET
53-3053.00,Shuttle Drivers and Chauffeurs,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2025,Incumbent,O*NET
53-3053.00,Shuttle Drivers and Chauffeurs,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2025,Incumbent,O*NET
53-3053.00,Shuttle Drivers and Chauffeurs,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2025,Incumbent,O*NET
53-4011.00,Locomotive Engineers,RQ,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,8.58,08/2026,Incumbent,O*NET
53-4011.00,Locomotive Engineers,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),64.24,08/2026,Incumbent,O*NET
53-4011.00,Locomotive Engineers,RQ,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,27.18,08/2026,Incumbent,O*NET
53-4011.00,Locomotive Engineers,RQ,Required Level Of Education (Categories 1-12),4,Some College Courses,0.0,08/2026,Incumbent,O*NET
53-4011.00,Locomotive Engineers,RQ,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,0.0,08/2026,Incumbent,O*NET
53-4011.00,Locomotive Engineers,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,0.0,08/2026,Incumbent,O*NET
53-4011.00,Locomotive Engineers,RQ,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2026,Incumbent,O*NET
53-4011.00,Locomotive Engineers,RQ,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,08/2026,Incumbent,O*NET
53-4011.00,Locomotive Engineers,RQ,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2026,Incumbent,O*NET
53-4011.00,Locomotive Engineers,RQ,Required Level Of Education (Categories 1-12),10,Doctor's Degree - Professional Practice (such as a J.D. for Law or an M.D. for Medicine),0.0,08/2026,Incumbent,O*NET
53-4011.00,Locomotive Engineers,RQ,Required Level Of Education (Categories 1-12),11,Doctor's Degree - Research/Scholarship (such as a Ph.D.),0.0,08/2026,Incumbent,O*NET
53-4011.00,Locomotive Engineers,RQ,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2026,Incumbent,O*NET
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,4.11,08/2021,Incumbent,O*NET
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),82.54,08/2021,Incumbent,O*NET
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,13.35,08/2021,Incumbent,O*NET
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",RL,Required Level Of Education (Categories 1-12),4,Some College Courses,0.0,08/2021,Incumbent,O*NET
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,0.0,08/2021,Incumbent,O*NET
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,0.0,08/2021,Incumbent,O*NET
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2021,Incumbent,O*NET
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,08/2021,Incumbent,O*NET
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2021,Incumbent,O*NET
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2021,Incumbent,O*NET
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2021,Incumbent,O*NET
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2021,Incumbent,O*NET
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",RQ,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,08/2026,Incumbent,O*NET
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),86.98,08/2026,Incumbent,O*NET
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",RQ,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,2.76,08/2026,Incumbent,O*NET
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",RQ,Required Level Of Education (Categories 1-12),4,Some College Courses,5.13,08/2026,Incumbent,O*NET
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",RQ,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,5.13,08/2026,Incumbent,O*NET
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,0.0,08/2026,Incumbent,O*NET
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",RQ,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2026,Incumbent,O*NET
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",RQ,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,08/2026,Incumbent,O*NET
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",RQ,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2026,Incumbent,O*NET
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",RQ,Required Level Of Education (Categories 1-12),10,Doctor's Degree - Professional Practice (such as a J.D. for Law or an M.D. for Medicine),0.0,08/2026,Incumbent,O*NET
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",RQ,Required Level Of Education (Categories 1-12),11,Doctor's Degree - Research/Scholarship (such as a Ph.D.),0.0,08/2026,Incumbent,O*NET
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",RQ,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2026,Incumbent,O*NET
53-4031.00,Railroad Conductors and Yardmasters,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,07/2013,Incumbent,O*NET
53-4031.00,Railroad Conductors and Yardmasters,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),85.64,07/2013,Incumbent,O*NET
53-4031.00,Railroad Conductors and Yardmasters,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,8.35,07/2013,Incumbent,O*NET
53-4031.00,Railroad Conductors and Yardmasters,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,0.0,07/2013,Incumbent,O*NET
53-4031.00,Railroad Conductors and Yardmasters,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,6.01,07/2013,Incumbent,O*NET
53-4031.00,Railroad Conductors and Yardmasters,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,0.0,07/2013,Incumbent,O*NET
53-4031.00,Railroad Conductors and Yardmasters,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,07/2013,Incumbent,O*NET
53-4031.00,Railroad Conductors and Yardmasters,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,07/2013,Incumbent,O*NET
53-4031.00,Railroad Conductors and Yardmasters,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,07/2013,Incumbent,O*NET
53-4031.00,Railroad Conductors and Yardmasters,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,07/2013,Incumbent,O*NET
53-4031.00,Railroad Conductors and Yardmasters,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,07/2013,Incumbent,O*NET
53-4031.00,Railroad Conductors and Yardmasters,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,07/2013,Incumbent,O*NET
